,joint,end_effector
0,0.02728039156216607,0.011964804701635736
1,0.04401654713252634,0.019137420911906136
2,0.06212987449151352,0.02165311967451605
3,0.08191699493790008,0.02516449740433342
4,0.0847594790631242,0.02532349837813526
5,0.09724679103616789,0.030273793849959475
6,0.10523574270608481,0.03422509364361425
7,0.11360844861478207,0.04132049318552987
8,0.11901207560756882,0.04661638355320367
9,0.12042424822358874,0.04543896573766753
10,0.11330536787075804,0.0409292207559499
11,0.10497962777505838,0.032401485335745724
12,0.09705534919483987,0.02245282245305817
13,0.09558853513120977,0.013818468454714006
14,0.09470675127940847,0.009793714714595591
15,0.09251185029318398,0.005723156867888256
16,0.08728345811140889,0.002965875365268272
17,0.0845183579655089,0.0017647541791595365
18,0.08665235415930635,0.011005341344987301
19,0.09172442302895793,0.015642014097804427
20,0.08307436048613841,0.01687473929251013
21,0.07910053822550528,0.017458303845794405
22,0.07808127026185482,0.021922589034296412
23,0.07795201851630862,0.027764711583747412
24,0.07013413481764398,0.02197014826525349
25,0.07594453346918605,0.02162070991039518
26,0.08511182301641722,0.02135585612912106
27,0.0781949250470866,0.01680537766109499
28,0.08386857339038631,0.01988890219261953
29,0.08129012470748392,0.02393224751658695
30,0.07989748733143942,0.02473569931815193
31,0.08489083233550271,0.021611784375780003
32,0.09400865102319517,0.0178417856153334
33,0.10894860008537052,0.018597687525335506
34,0.12967475240381474,0.028725768904035658
35,0.1435808798260943,0.03424384517088203
36,0.1529331126088937,0.041752309886117604
37,0.17048611162592495,0.04904252197318677
38,0.18528763015358266,0.05245554817112067
39,0.20098841440722554,0.05823500595969061
40,0.215650325611423,0.06466976705147705
41,0.23122105036880378,0.07134014004729045
42,0.2443969042160906,0.07704792807936148
43,0.2565274647738472,0.08006202817031013
44,0.26697764032163945,0.084652184276037
45,0.2761743744611746,0.09149785007821312
46,0.2867389867758808,0.09609504060943241
47,0.2959458773744889,0.09803414858201386
48,0.30341318434468856,0.09880408315334151
49,0.3077520647077828,0.10082822261333885
50,0.2939687963818056,0.1134061407617847
51,0.27907580788528896,0.13308249910643466
52,0.26681125924500015,0.15257334210219023
53,0.253306000213916,0.16689051111000094
54,0.24117970384211385,0.175091461647492
55,0.23390012221487777,0.18140886595049652
56,0.23622889320680832,0.18838591544871683
57,0.24793282089750238,0.19507790947997766
58,0.2680183103378485,0.20019112405161266
59,0.2866441989137144,0.19794409047588188
60,0.31120686424879285,0.19857556112623082
61,0.33203929944137034,0.19017348464575878
62,0.35641038893350485,0.1841206763800237
63,0.37902702566662305,0.17389035879625991
64,0.4024494369253263,0.17416982382321478
65,0.4141019680200757,0.17886424090841488
66,0.41099062024374566,0.1937301054102923
67,0.4018983360606703,0.1983450174496217
68,0.3925690316829341,0.2003241879975844
69,0.3819202745056876,0.19947290766327708
70,0.3729810772223004,0.19608823176777984
71,0.37289022314974024,0.19519388785285086
72,0.37457640496566197,0.18732682835597
73,0.3829822973477625,0.18565131599787638
74,0.39826059350989473,0.18866354815426953
75,0.4156384390578021,0.1961861655075131
76,0.4322090081631801,0.205618589302696
77,0.4433108914287687,0.21178959115669566
78,0.445617413508583,0.20321723700306232
79,0.4388325761736811,0.1832731200732405
80,0.4289217873406281,0.17460703146386364
81,0.4187409270764479,0.17450927697536334
82,0.4172312350118741,0.17529786577957673
83,0.4250214960420985,0.1898894062629116
84,0.4455787919392633,0.20766584310925634
85,0.468005515618669,0.21287534342442335
86,0.4764672240017687,0.204156136179976
87,0.4746460154431611,0.18402892103899768
88,0.45785005466165457,0.1644417214464376
89,0.42332389739179477,0.1451929472327228
90,0.38589270649335505,0.12878492281862622
91,0.34940035232559463,0.11364468090772141
92,0.31741913082560236,0.09857802746916686
93,0.28397040483962316,0.08770806614029725
94,0.25342744876114826,0.08419085717661093
95,0.22958282368170335,0.08521671473579157
96,0.21000534603092327,0.08228502320594086
97,0.18581672178053943,0.08137640126536368
98,0.16529640144036178,0.08069995871621827
99,0.13565593699785922,0.07178444894931343
100,0.11453716237804382,0.054769081939462706
101,0.07755166274839967,0.03767915865506771
102,0.04701349657803026,0.020820003326219624
103,0.04658033581206873,0.009220211587350065
104,0.05467760537794542,0.008168840044962496
105,0.06013160328100555,0.009495187851531778
106,0.06010396944789746,0.009758291757137745
107,0.043832992453169975,0.008076540306732015
108,0.02695267084084632,0.007957450783393726
109,0.04090866887745753,0.015717431256834564
110,0.055750446386057466,0.0203822397189832
111,0.06054081986988911,0.009978734803588286
112,0.06937797524659431,0.008607958499743407
113,0.08112734501753655,0.0183491119647019
114,0.093716182623788,0.029266371125790072
115,0.09868806037364522,0.03910897353453717
116,0.10616795799674578,0.03686233403526181
117,0.12741784548561613,0.03689273766235446
118,0.14084098180050525,0.04023660825393745
119,0.1659244692360497,0.04655086332406911
120,0.19231963704467794,0.054794294591796855
121,0.1808339536892216,0.06333675919884177
122,0.15260347008936162,0.06306481272105355
123,0.1287075439352938,0.05874896954199682
124,0.11463654298871094,0.05427717641379659
125,0.11361331200469829,0.05068986374164927
126,0.11299404592698263,0.04528644824990745
127,0.10486633576947382,0.03628791782735988
