,joint,end_effector
0,0.03670372259582077,0.004968683369337509
1,0.06334694254822586,0.010088887712561643
2,0.08889320930218654,0.01820366484710785
3,0.09915685955359663,0.025261106019307956
4,0.12807564174206407,0.03223035190782455
5,0.11433283287364045,0.029895281715495516
6,0.12988450873354473,0.03511652787421708
7,0.12428488759974352,0.03494616142920884
8,0.13135914723048558,0.03686005897189493
9,0.15106939009565795,0.048914108052262
10,0.16319427361927044,0.0627515387114751
11,0.172523596668103,0.07634214676240456
12,0.1742380038120785,0.08216025007679734
13,0.1743349332662819,0.08042071872043843
14,0.1704162058607194,0.0769035259034426
15,0.17088999257298415,0.07132852772477982
16,0.18129674303265536,0.06412657020483942
17,0.19170612047212154,0.07517123144891028
18,0.1859751807597242,0.07872008519482661
19,0.185886959622714,0.06816239609210556
20,0.1924445904984748,0.054824374973407905
21,0.20197295476196547,0.03942000263302052
22,0.2095781621803389,0.02750617606268848
23,0.21802086574005886,0.01801200235546707
24,0.23198361256266783,0.009956520028599607
25,0.24389867909466995,0.008264808060790352
26,0.2568147462153637,0.014780579505710186
27,0.2740441365263193,0.02707591849535882
28,0.28857079974784133,0.04063487228316832
29,0.30116576410496737,0.05387088339197148
30,0.30704741601234775,0.06636718827272392
31,0.31333458613096987,0.07836146062166754
32,0.32647658986617517,0.08449708678068495
33,0.3398473856830265,0.09124933181860759
34,0.35191263457696953,0.09846226807783715
35,0.36368002447065145,0.10551667129413328
36,0.375540161355721,0.11430128819408723
37,0.38957418464300725,0.128112753142181
38,0.40725650404957914,0.1461524554569148
39,0.42791309407674993,0.16604894878697826
40,0.4439557452984504,0.17610008414187758
41,0.4501330741718841,0.173278587647674
42,0.4563736948956989,0.16424663544151827
43,0.4690198953680694,0.15671783549366897
44,0.4829587027159001,0.15319268484496332
45,0.49913157102178957,0.1464159054851753
46,0.5090574335385846,0.13661538563407247
47,0.4973188009543379,0.12400297824268544
48,0.47999039295417933,0.11297070946915216
49,0.4600112950841491,0.10507119917341941
50,0.46555621140389886,0.09854389629562528
51,0.4404195846107937,0.08382296026387911
52,0.39961303747510435,0.06343391423803707
53,0.36069961449154114,0.04861279428501312
54,0.3210288641621622,0.03499200423687947
55,0.28317206181878296,0.02883499211530622
56,0.2504458739111209,0.026164498020546722
57,0.21624006056675452,0.02111850338184113
58,0.1828316789033898,0.01615714430528518
59,0.14721041978946214,0.015920666586270078
60,0.11073931788888138,0.010721203826699959
61,0.09002070953424862,0.017445296404810632
62,0.07867097966384148,0.023220286026771664
63,0.07854974262959655,0.024983121336624378
64,0.07895321142993919,0.037626451658154175
65,0.08205346026042168,0.04947964168572027
66,0.09653465824857795,0.05336170851394561
67,0.11463259105404344,0.06221789763580966
68,0.12025599198411008,0.0637727497932936
69,0.12951442116720097,0.06330108013273894
70,0.1282787389964977,0.0516968617775
71,0.1227612572423069,0.040299915943455694
72,0.11401744384264381,0.02890911950832588
73,0.1039470756860666,0.020550103463571934
74,0.09305145555219593,0.01598557012607565
75,0.09070554968421214,0.013518101886460215
76,0.08079828868640203,0.009331623045578684
77,0.07674971993199937,0.007383219861160705
78,0.07166452914837018,0.005639979859989886
79,0.08241905051540449,0.009563603640181897
80,0.08449572187844659,0.010949270371043795
81,0.095707806678662,0.013436389646876814
82,0.08981088858045247,0.014229398651711557
83,0.08986370525143411,0.012504555459431767
84,0.09154519255062812,0.011860727725871762
85,0.09578561258178137,0.012370203696070623
86,0.09367104159917256,0.012097453905592035
87,0.09263342342888811,0.015716919133112982
88,0.08862678816486888,0.015753668909329388
89,0.0841039200502861,0.015472730027309395
90,0.07720692727900406,0.013476715688603287
91,0.07340838977350508,0.012434084893713768
92,0.07886450237603053,0.011398198090355392
93,0.08471177035575275,0.010763848727121331
94,0.08805850526846314,0.010080010719858161
95,0.09125123877446835,0.009881502966454398
96,0.08280092459497718,0.008901977187983115
97,0.08328506705552399,0.008697587268408802
98,0.07209866373824221,0.009009132847190697
99,0.06514362819179066,0.009859906766013655
100,0.07004262131920745,0.011581020643817455
101,0.0722645498007965,0.012223340873510298
102,0.07829092134084113,0.012911997556604726
103,0.07799022676283521,0.013877718538611493
104,0.08380663940785321,0.012992476787832049
105,0.08171251014403978,0.013081790678960713
106,0.08880896327438303,0.01214852434440375
107,0.0859802588941706,0.012581748940526584
108,0.09216592159833105,0.011924721542409956
109,0.08786025732086392,0.008444953731483896
110,0.089825496500984,0.006683534909379494
111,0.09708239625548282,0.005234443964317014
112,0.10613264081054057,0.005329716479035266
113,0.10805372331672608,0.003914410744480371
114,0.1128868888145527,0.004018833687622783
115,0.09447997061014021,0.014723240853090121
116,0.09212799907532801,0.016998679279109388
117,0.10453112399290322,0.012333480701774304
118,0.12309820816605967,0.014485946622137518
119,0.14732283555862682,0.012262603145365848
120,0.17425941511821386,0.01287829477671575
121,0.17361396078125843,0.013536678223038256
122,0.17214373406371297,0.015525929774014274
123,0.17071232302201078,0.018967271395325717
124,0.16734043621139105,0.020720423535168935
125,0.1673451961726185,0.022164287312756614
126,0.16314171378163222,0.024011407152724727
127,0.16463229399193705,0.026493367340973437
128,0.16747796797377976,0.028624477188045432
129,0.16911892444715365,0.030050603953729958
