,joint,end_effector
0,0.013404978704671642,0.0015523455841883096
1,0.007443909779427646,0.0026254086815395063
2,0.006096993321762657,0.0027159256706280497
3,0.0027684651216858865,0.0016491612473387958
4,0.0041918957451877615,0.002924082945295403
5,0.004491864383253563,0.003240599870303071
6,0.021312736890355212,0.006382820736588968
7,0.013387223165501064,0.00407545997645042
8,0.014965992070055181,0.006000224106590486
9,0.015281745850966004,0.006385176932618499
10,0.017756805339806385,0.003908530968135536
11,0.018251817237574464,0.003413201775238943
12,0.014970067159998896,0.0025403916202358023
13,0.020708844636471043,0.0032958106083515676
14,0.009291838945278554,0.001664930564120797
15,0.01647223149298967,0.0029147327532092013
16,0.010711438194455008,0.002369389347219212
17,0.014473322857993388,0.0027378555874444026
18,0.015179495148704338,0.00251651362589975
19,0.017403843403929635,0.0037104078660544462
20,0.004932114275756537,0.0023544355173000676
21,0.0023190801839977175,0.002103590482865008
22,0.0019648155848253643,0.0017529983548027906
23,0.0018944373223848416,0.0016825850039886641
24,0.016236975833534343,0.0032465082642346116
25,0.018729201474342747,0.0032837557996137044
26,0.02693976646783708,0.0037158807075021094
27,0.028581879466535946,0.0038023056890797904
28,0.026788311252684244,0.0029090558063442342
29,0.026429597609913903,0.002730405829797123
30,0.013332750424728063,0.003940793338236559
31,0.009894629325772305,0.003743374324799654
32,0.008483491092925564,0.0024646786315818915
33,0.007735420464843729,0.0022836105392543713
34,0.011480507541385139,0.00845196077030723
35,0.012229524956693421,0.009685630816517802
36,0.014244937630737427,0.007584922139796239
37,0.015514448231657773,0.002797367065600127
38,0.01576835035184184,0.001839856050760905
39,0.02187916197102652,0.0018422846379941352
40,0.026573754866409286,0.0019241795409481075
41,0.015291163082818894,0.005080275929655436
42,0.049301315582884614,0.0036848776004312044
43,0.033117171653271396,0.006986441673212629
44,0.013595781515203197,0.001993315516623931
45,0.008834857178035426,0.0029387768678019103
46,0.007336604206763841,0.002134069664794381
47,0.016082909666733206,0.002562450692770636
48,0.01783217075872708,0.002648126898365887
49,0.014093213072356815,0.0019852543931220498
50,0.013465687300253944,0.0016048698032708887
51,0.00959138959639974,0.002171984491550397
52,0.012849428418688367,0.003506051595295493
53,0.022211391214787622,0.009562264146248368
54,0.03233368146777847,0.005597022242922351
55,0.022104928627209985,0.0036960168294674356
56,0.020059178059096287,0.003315815746776453
57,0.028920732102962723,0.0018048096909007824
58,0.03449419637058398,0.0014181446936053254
59,0.037312808631394134,0.0021144707896348655
60,0.06059039134434394,0.0025372383479889413
61,0.08940344310765846,0.007343646435700424
62,0.07465356948831989,0.009463330192514385
63,0.021162873500921515,0.0039766560947005975
64,0.010409324719500491,0.003078957023493468
65,0.002514672321523888,0.0017977629464854864
66,0.0008928934249958813,0.0015234316032558606
67,0.0006178557698837651,0.0025457795776574347
68,0.0005481338808406555,0.0027561358937138007
69,0.0003423639499721457,0.0027881789331769954
70,0.0003012150511224803,0.0027946318617527353
71,0.00016558079766951098,0.002782971132609463
72,0.00013717558835491694,0.00278111889273488
73,0.00011037033684366798,0.0028436171591619524
74,0.00010500928654141818,0.002856116812447367
75,0.00012498567108428006,0.002811427751460434
76,0.0001283421544288352,0.002802303233037369
77,0.0001290696522022162,0.002800491162621513
78,0.0001292151517568924,0.002800128748538342
79,0.00012924377357405895,0.0028000556436776924
80,0.0001292493175205266,0.0028000409455843913
81,0.00012925043716914973,0.0028000380126254553
82,0.00012925066109887434,0.002800037426033668
83,0.00012925070638578753,0.00280003730997423
84,0.00012925071549910536,0.002800037286951237
85,0.00012925071732176893,0.0028000372823466387
86,0.00012925071769514783,0.002800037281445394
87,0.00012925071777030844,0.00280003728126571
88,0.00012925071778534055,0.002800037281229773
89,0.00012925071778838266,0.002800037281222485
90,0.00012925071778864205,0.002800037281220985
91,0.00012925071778869393,0.0028000372812206848
92,0.00012925071778927764,0.002800037281220779
93,0.00012925071778875814,0.0028000372812205993
94,0.00012925071778871716,0.0028000372812206076
95,0.00012925071778870895,0.0028000372812206093
96,0.00012925071778928062,0.0028000372812207637
97,0.00012925071778875874,0.0028000372812205963
98,0.00012925071778871727,0.002800037281220607
99,0.00012925071778870897,0.0028000372812206093
