1.057569732069041785e-01,4.772564466666868732e-01,4.566123367703775471e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.077402153985404176e+00,-1.565098581374530617e+00,1.468546662618646526e+00,-1.255729251891803955e+00,-1.198369127328807515e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,7.579897781172280358e-02,2.942546192139743333e-01,-8.464157254336907021e-02,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,5.650465435440572837e-02,2.953179393606999437e-01,-7.307605570853986654e-02,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.154290122494718962e-01,1.057569732069041785e-01,4.772564466666868732e-01,4.566123367703775471e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-8.112686872482299805e-01,2.494112253189086914e-01,9.332156777381896973e-01
9.252947724831236953e-02,4.799792106024263205e-01,4.660528700176655992e-01,-3.840988371525120848e-01,8.347674140949631894e-02,3.191187942725898230e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.050582548134091354e+00,-1.562645850780559398e+00,1.441879995951979243e+00,-1.229698775297213054e+00,-1.193486315585909452e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,8.801648016561433585e-02,2.934822165168582409e-01,-9.455350200590389997e-02,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,6.886865509482364978e-02,2.938965174935856961e-01,-8.124978223036810610e-02,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.206541391187279211e-01,9.252947724831236953e-02,4.799792106024263205e-01,4.660528700176655992e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-7.299866676330566406e-01,3.036502599716186523e-01,9.271678924560546875e-01
8.018115099865179285e-02,4.838864639567285741e-01,4.747107363217670239e-01,-3.345604039033200916e-01,9.702725213342358601e-02,2.938664438927238720e-01,-3.840988371525120848e-01,8.347674140949631894e-02,3.191187942725898230e-01,-2.024404226827519526e+00,-1.557170954492347548e+00,1.415213329285311961e+00,-1.211763020062662344e+00,-1.186930823921812372e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,8.208047656265811398e-02,2.886879220706582427e-01,-9.117445525992934341e-02,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,7.303314291770955646e-02,2.876929640474760741e-01,-8.851084513685214539e-02,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.136729224433826846e-01,8.018115099865179285e-02,4.838864639567285741e-01,4.747107363217670239e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-7.294422388076782227e-01,2.844335436820983887e-01,8.632865548133850098e-01
6.797433712625922109e-02,4.877623219600321636e-01,4.839905106108865485e-01,-3.289003142787312317e-01,9.178364885097911596e-02,3.076975460852996447e-01,-3.345604039033200916e-01,9.702725213342358601e-02,2.938664438927238720e-01,-1.998317646445785467e+00,-1.552005148156747394e+00,1.388546662618644678e+00,-1.200958259594085087e+00,-1.181605733004215342e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,9.342379521687679822e-02,2.861134061359798531e-01,-9.918742282358905538e-02,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,8.429813776359662558e-02,2.854610791972565509e-01,-9.677697363207038439e-02,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.169022428602273345e-01,6.797433712625922109e-02,4.877623219600321636e-01,4.839905106108865485e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-5.954511165618896484e-01,1.761991083621978760e-01,5.950378775596618652e-01
5.709291145801272116e-02,4.904490842066612233e-01,4.941373064344583010e-01,-2.360061225954492026e-01,5.413156048829669692e-02,2.347594818741160216e-01,-3.289003142787312317e-01,9.178364885097911596e-02,3.076975460852996447e-01,-1.975723634858624900e+00,-1.550080207057194848e+00,1.364756912321021476e+00,-1.199237875428996292e+00,-1.176878642718988122e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,9.612138245834862815e-02,2.811303437975434250e-01,-1.079374152495434225e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,9.432034269738980015e-02,2.845028726414695619e-01,-1.066399058138357003e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.161076968062964676e-01,5.709291145801272116e-02,4.904490842066612233e-01,4.941373064344583010e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-4.740670621395111084e-01,9.089652448892593384e-02,3.066114187240600586e-01
4.825010467254030322e-02,4.918585323562958411e-01,4.998111253134726040e-01,-1.795522727295046639e-01,2.584333929374808478e-02,1.133130176428459035e-01,-2.360061225954492026e-01,5.413156048829669692e-02,2.347594818741160216e-01,-1.957861164455296787e+00,-1.549868392932353345e+00,1.352724035509413003e+00,-1.200276820262913935e+00,-1.173656340536539222e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.040223702173155435e-01,2.813648688009928733e-01,-1.125975883346564399e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.030319596611719429e-01,2.836182423547590759e-01,-1.132108010206297477e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.204138882754756223e-01,4.825010467254030322e-02,4.918585323562958411e-01,4.998111253134726040e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-3.547466099262237549e-01,8.399755507707595825e-02,1.446610391139984131e-01
4.166829796553521426e-02,4.932396037758882135e-01,5.025086688877010710e-01,-1.334978504359749518e-01,2.672129778377991746e-02,5.392306644621296802e-02,-1.795522727295046639e-01,2.584333929374808478e-02,1.133130176428459035e-01,-1.944197585505279324e+00,-1.548697319400483163e+00,1.346221605774738039e+00,-1.202372653212055775e+00,-1.171720262764891718e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.097449561898673071e-01,2.817123530722425717e-01,-1.150112682670784703e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.099457272627120535e-01,2.692841772574346426e-01,-1.209267325362506362e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.234708597555854270e-01,4.166829796553521426e-02,4.932396037758882135e-01,5.025086688877010710e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-2.878569662570953369e-01,1.013893708586692810e-01,6.822267919778823853e-02
3.635784660928684242e-02,4.949881920091037113e-01,5.037784475560744823e-01,-1.078696932028912897e-01,3.467200271541329842e-02,2.546336500195296379e-02,-1.334978504359749518e-01,2.672129778377991746e-02,5.392306644621296802e-02,-1.932683300603473597e+00,-1.546265334842347405e+00,1.341659526051041107e+00,-1.205526252389456321e+00,-1.170224898685894077e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.149242177244254037e-01,2.804885827019512057e-01,-1.171781232632316261e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.079135246660743730e-01,2.599204274144137905e-01,-1.221685555841962034e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.249802046543966982e-01,3.635784660928684242e-02,4.949881920091037113e-01,5.037784475560744823e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-2.337084859609603882e-01,1.214638948440551758e-01,4.322129860520362854e-02
3.205008439937509501e-02,4.971030270889086888e-01,5.045230013281024606e-01,-8.757342560224525008e-02,4.241836841224146115e-02,1.532414506117145067e-02,-1.078696932028912897e-01,3.467200271541329842e-02,2.546336500195296379e-02,-1.922870351369803554e+00,-1.542585441533293578e+00,1.336929844344873830e+00,-1.208672542915099068e+00,-1.168943493080773166e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.195639408288721728e-01,2.654207539444141672e-01,-1.229410649766520258e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.043279909756816837e-01,2.461327808939181572e-01,-1.235065181493608666e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.160035095193480248e-01,3.205008439937509501e-02,4.971030270889086888e-01,5.045230013281024606e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-2.200412452220916748e-01,1.287005990743637085e-01,-4.199457820504903793e-03
2.803204836186461851e-02,4.994149313199044982e-01,5.044585233589732320e-01,-8.187586300911731119e-02,4.615690978520019250e-02,-2.029179325130300166e-03,-8.757342560224525008e-02,4.241836841224146115e-02,1.532414506117145067e-02,-1.913538422126817906e+00,-1.538613210322182789e+00,1.333941274228304108e+00,-1.213603248184045524e+00,-1.167653365337950833e+00,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.162393229134965900e-01,2.554936881036130036e-01,-1.228486313870949531e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,3.499999999999999778e-01,1.081157747403424241e-01,2.446951065069056797e-01,-1.242523395085587401e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,3.063990716138949577e-01,2.803204836186461851e-02,4.994149313199044982e-01,5.044585233589732320e-01,-3.430190902403651432e-03,4.939163243945740578e-01,5.197928780134084548e-01,9.990000000000000000e+02,-2.175227552652359009e-01,1.332792341709136963e-01,-3.178412839770317078e-02
