1.450309008359909058e-01,-9.980830550193786621e-01,3.944748342037200928e-01
1.451168060302734375e-01,-9.981074333190917969e-01,3.952077329158782959e-01
1.451169252395629883e-01,-9.981074333190917969e-01,3.952070772647857666e-01
1.451717615127563477e-01,-9.981222748756408691e-01,3.956575393676757812e-01
1.451850980520248413e-01,-9.981226921081542969e-01,3.956555724143981934e-01
1.451466679573059082e-01,-9.980974793434143066e-01,3.949818015098571777e-01
1.450803577899932861e-01,-9.980802536010742188e-01,3.945903778076171875e-01
1.451309770345687866e-01,-9.980791211128234863e-01,3.946504294872283936e-01
1.452312618494033813e-01,-9.980764985084533691e-01,3.946416079998016357e-01
1.454819142818450928e-01,-9.980788826942443848e-01,3.945888876914978027e-01
1.457105576992034912e-01,-9.980857372283935547e-01,3.947045803070068359e-01
1.459387838840484619e-01,-9.980873465538024902e-01,3.946948647499084473e-01
1.461382061243057251e-01,-9.980952143669128418e-01,3.950332105159759521e-01
1.464886367321014404e-01,-9.980968832969665527e-01,3.949287533760070801e-01
1.468355357646942139e-01,-9.981088638305664062e-01,3.952443003654479980e-01
1.474864184856414795e-01,-9.981727600097656250e-01,3.970001041889190674e-01
1.479510366916656494e-01,-9.981895089149475098e-01,3.972840905189514160e-01
1.485800594091415405e-01,-9.982222318649291992e-01,3.980627655982971191e-01
1.491707116365432739e-01,-9.982416033744812012e-01,3.983681499958038330e-01
1.497872024774551392e-01,-9.982673525810241699e-01,3.989107906818389893e-01
1.504535526037216187e-01,-9.982893466949462891e-01,3.992777168750762939e-01
1.509578227996826172e-01,-9.982591271400451660e-01,3.979302942752838135e-01
1.517720371484756470e-01,-9.982857108116149902e-01,3.982482552528381348e-01
1.526453793048858643e-01,-9.982923269271850586e-01,3.978664278984069824e-01
1.528831273317337036e-01,-9.983047842979431152e-01,3.982085883617401123e-01
1.534375995397567749e-01,-9.983312487602233887e-01,3.986721038818359375e-01
1.540255844593048096e-01,-9.983608126640319824e-01,3.992286026477813721e-01
1.547998785972595215e-01,-9.984762072563171387e-01,4.027163386344909668e-01
1.553875654935836792e-01,-9.985074996948242188e-01,4.033786654472351074e-01
1.559086889028549194e-01,-9.985637068748474121e-01,4.050159454345703125e-01
1.565399020910263062e-01,-9.985967278480529785e-01,4.056654274463653564e-01
1.572731584310531616e-01,-9.985880851745605469e-01,4.047539532184600830e-01
1.579527109861373901e-01,-9.986240267753601074e-01,4.057040214538574219e-01
1.585863679647445679e-01,-9.986434578895568848e-01,4.059816300868988037e-01
1.592218577861785889e-01,-9.986799955368041992e-01,4.069212079048156738e-01
1.598213315010070801e-01,-9.987201690673828125e-01,4.081197679042816162e-01
1.604622155427932739e-01,-9.987546205520629883e-01,4.090462625026702881e-01
1.611798256635665894e-01,-9.988023042678833008e-01,4.105092883110046387e-01
1.621867865324020386e-01,-9.988442659378051758e-01,4.117439687252044678e-01
1.628799587488174438e-01,-9.988753199577331543e-01,4.126744866371154785e-01
1.636129319667816162e-01,-9.989041090011596680e-01,4.133360087871551514e-01
1.642572432756423950e-01,-9.989194869995117188e-01,4.135399162769317627e-01
1.648267209529876709e-01,-9.989445209503173828e-01,4.144273996353149414e-01
1.654142439365386963e-01,-9.989696741104125977e-01,4.152660369873046875e-01
1.660376191139221191e-01,-9.989951252937316895e-01,4.160305261611938477e-01
1.667315363883972168e-01,-9.990120530128479004e-01,4.161702692508697510e-01
1.674105077981948853e-01,-9.990372657775878906e-01,4.168486893177032471e-01
1.681394726037979126e-01,-9.990019798278808594e-01,4.140452146530151367e-01
1.686587035655975342e-01,-9.990254044532775879e-01,4.149380624294281006e-01
1.695062369108200073e-01,-9.990547299385070801e-01,4.157384634017944336e-01
1.698085069656372070e-01,-9.990661740303039551e-01,4.160581827163696289e-01
1.703686118125915527e-01,-9.990962147712707520e-01,4.172579050064086914e-01
1.709143519401550293e-01,-9.991176128387451172e-01,4.179925322532653809e-01
1.714995205402374268e-01,-9.991385936737060547e-01,4.186810553073883057e-01
1.726792007684707642e-01,-9.991600513458251953e-01,4.193053543567657471e-01
1.760444790124893188e-01,-9.991685748100280762e-01,4.170987308025360107e-01
1.769159883260726929e-01,-9.991704225540161133e-01,4.165685176849365234e-01
1.791936755180358887e-01,-9.991744160652160645e-01,4.147866666316986084e-01
1.814154237508773804e-01,-9.991800785064697266e-01,4.131805598735809326e-01
1.836692392826080322e-01,-9.991842508316040039e-01,4.113833010196685791e-01
1.856080442667007446e-01,-9.991903305053710938e-01,4.098587632179260254e-01
1.869658529758453369e-01,-9.991953969001770020e-01,4.080740213394165039e-01
1.886112540960311890e-01,-9.992005825042724609e-01,4.060279726982116699e-01
1.902516484260559082e-01,-9.992057681083679199e-01,4.039547741413116455e-01
1.917633265256881714e-01,-9.992116689682006836e-01,4.019690155982971191e-01
1.932301968336105347e-01,-9.992178678512573242e-01,4.000694155693054199e-01
1.947376579046249390e-01,-9.992246031761169434e-01,3.980235457420349121e-01
1.960471123456954956e-01,-9.992312192916870117e-01,3.961748778820037842e-01
1.974327713251113892e-01,-9.992381334304809570e-01,3.942160010337829590e-01
1.985713690519332886e-01,-9.992467761039733887e-01,3.916985988616943359e-01
1.994344145059585571e-01,-9.992513656616210938e-01,3.898266553878784180e-01
1.996592730283737183e-01,-9.992560148239135742e-01,3.887819349765777588e-01
2.003336697816848755e-01,-9.992605447769165039e-01,3.871702551841735840e-01
2.008586823940277100e-01,-9.992651343345642090e-01,3.856775164604187012e-01
2.010718882083892822e-01,-9.992694854736328125e-01,3.846453726291656494e-01
2.018823921680450439e-01,-9.992741346359252930e-01,3.828397691249847412e-01
2.019920349121093750e-01,-9.992787241935729980e-01,3.819491267204284668e-01
2.026561945676803589e-01,-9.992834925651550293e-01,3.802376687526702881e-01
2.032298594713211060e-01,-9.992928504943847656e-01,3.778601884841918945e-01
2.040754258632659912e-01,-9.993022680282592773e-01,3.751338124275207520e-01
2.048915326595306396e-01,-9.993117451667785645e-01,3.723815381526947021e-01
2.045418173074722290e-01,-9.993062019348144531e-01,3.690779805183410645e-01
2.039601206779479980e-01,-9.992988705635070801e-01,3.658910989761352539e-01
2.026946842670440674e-01,-9.992831349372863770e-01,3.627076148986816406e-01
2.016180008649826050e-01,-9.992723464965820312e-01,3.612957596778869629e-01
2.012012302875518799e-01,-9.992645382881164551e-01,3.594734072685241699e-01
1.997435986995697021e-01,-9.992487430572509766e-01,3.566944897174835205e-01
1.983263343572616577e-01,-9.992322325706481934e-01,3.537163436412811279e-01
1.967851221561431885e-01,-9.992146492004394531e-01,3.508628010749816895e-01
1.959224492311477661e-01,-9.992057681083679199e-01,3.495212495326995850e-01
1.949431747198104858e-01,-9.991953372955322266e-01,3.481768071651458740e-01
1.947482675313949585e-01,-9.991881251335144043e-01,3.462437987327575684e-01
1.932703852653503418e-01,-9.991692304611206055e-01,3.432802259922027588e-01
1.913222968578338623e-01,-9.991449117660522461e-01,3.402436673641204834e-01
1.896994709968566895e-01,-9.991208314895629883e-01,3.370785713195800781e-01
1.883085966110229492e-01,-9.990989565849304199e-01,3.340843319892883301e-01
1.868689060211181641e-01,-9.990764856338500977e-01,3.310768902301788330e-01
1.856528669595718384e-01,-9.990557432174682617e-01,3.280968368053436279e-01
1.840901821851730347e-01,-9.990332126617431641e-01,3.254216909408569336e-01
1.825546175241470337e-01,-9.990091919898986816e-01,3.227794766426086426e-01
1.808831095695495605e-01,-9.989822506904602051e-01,3.200483322143554688e-01
1.791147589683532715e-01,-9.989536404609680176e-01,3.173424899578094482e-01
1.774216592311859131e-01,-9.989265203475952148e-01,3.147985637187957764e-01
1.749440133571624756e-01,-9.988969564437866211e-01,3.112364411354064941e-01
1.716081351041793823e-01,-9.988816976547241211e-01,3.065206706523895264e-01
1.671643257141113281e-01,-9.988590478897094727e-01,3.023302257061004639e-01
